"Position","Track Name","Artist","Streams","URL","Country"
"31","Wildest Dreams (Taylor's Version)","Taylor Swift","3442997","https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL","USA"
"32","Champagne Poetry","Drake","3410280","https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk","USA"
"33","Fancy Like","Walker Hayes","3367414","https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE","USA"
"34","RAPSTAR","Polo G","3315038","https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg","USA"
"35","deja vu","Olivia Rodrigo","3073778","https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr","USA"
"36","Sweater Weather","The Neighbourhood","3049159","https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6","USA"
"37","No Friends In The Industry","Drake","3036853","https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6","USA"
"38","Wants and Needs (feat. Lil Baby)","Drake","2978967","https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b","USA"
"39","Off The Grid","Kanye West","2942935","https://open.spotify.com/track/2gbMPBrBVj3CuNTLp2dHYs","USA"
"40","Ain't Shit","Doja Cat","2931350","https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm","USA"
"41","Freaks","Surf Curse","2892841","https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr","USA"
"42","Jugaste y SufrÃ­","Eslabon Armado","2886876","https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4","USA"
"43","Have Mercy","ChlÃ¶e","2882394","https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg","USA"
"44","Sharing Locations (feat. Lil Baby & Lil Durk)","Meek Mill","2791847","https://open.spotify.com/track/3J4VKkUpLvomXJbn9ZAypO","USA"
"45","Life Goes On","Oliver Tree","2725174","https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC","USA"
"46","Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber","2702416","https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI","USA"
"47","No Role Modelz","J. Cole","2688686","https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8","USA"
"48","Cold Heart - PNAU Remix","Elton John","2679140","https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz","USA"
"49","SCOOP (feat. Doja Cat)","Lil Nas X","2661105","https://open.spotify.com/track/6bpq1jGkVz66Q3LYeoXdjZ","USA"
"50","drivers license","Olivia Rodrigo","2648053","https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH","USA"
"51","...And to Those I Love, Thanks for Sticking Around","$uicideboy$","2628211","https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm","USA"
"52","A-O-K","Tai Verdes","2625947","https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP","USA"
"53","love nwantiti (ah ah ah)","CKay","2530924","https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g","USA"
"54","Blinding Lights","The Weeknd","2523160","https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b","USA"
"55","No Where","YoungBoy Never Broke Again","2517194","https://open.spotify.com/track/1lfYsrLHXzo3s7NpHb1fIS","USA"
"56","Save Your Tears (with Ariana Grande) (Remix)","The Weeknd","2490077","https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy","USA"
"57","Miss The Rage (feat. Playboi Carti)","Trippie Redd","2428338","https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ","USA"
"58","Yonaguni","Bad Bunny","2389342","https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS","USA"
"59","Take My Breath","The Weeknd","2377489","https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u","USA"
"60","TSU","Drake","2376006","https://open.spotify.com/track/4s7QLoImIwmPi9L6dq1nVW","USA"
"61","favorite crime","Olivia Rodrigo","2290810","https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8","USA"
"62","Lonely (with Lil Wayne)","DaBaby","2277823","https://open.spotify.com/track/6pmNoWKk0r6zfIjWneJRxR","USA"
"63","DOLLA SIGN SLIME (feat. Megan Thee Stallion)","Lil Nas X","2262269","https://open.spotify.com/track/7zQirOExB0VR8yWUOqYeio","USA"
"64","Thot Shit","Megan Thee Stallion","2250928","https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n","USA"
"65","Tell Em","Cochise","2243331","https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8","USA"
"66","You Right","Doja Cat","2225348","https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez","USA"
"67","Leave The Door Open","Bruno Mars","2215280","https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh","USA"
"68","my ex's best friend (with blackbear)","Machine Gun Kelly","2191594","https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl","USA"
"69","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2186003","https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY","USA"
"70","Heartbreak Anniversary","Giveon","2185001","https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp","USA"
"71","Circles","Post Malone","2169263","https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb","USA"
"72","Rich MF (feat. Polo G & Lil Durk)","Trippie Redd","2141645","https://open.spotify.com/track/6cUHiQEECDl5m3WFGQ1GCR","USA"
"73","Leave Before You Love Me (with Jonas Brothers)","Marshmello","2133153","https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1","USA"
"74","Good Days","SZA","2120994","https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A","USA"
"75","Pain","PinkPantheress","2102490","https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO","USA"
"76","Loverboy","A-Wall","2095366","https://open.spotify.com/track/0qXP5fMhxGzxALOkXYUxfP","USA"
"77","She Knows (feat. Amber Coffman & Cults)","J. Cole","2090373","https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW","USA"
"78","Motley Crew","Post Malone","2086229","https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed","USA"
"79","t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW","2085011","https://open.spotify.com/track/5JKnYZOhSP7rOK0jPYcCjV","USA"
"80","brutal","Olivia Rodrigo","2082992","https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC","USA"
"81","telepatÃ­a","Kali Uchis","2071860","https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B","USA"
"82","In The Bible (with Lil Durk & Giveon)","Drake","2070831","https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT","USA"
"83","YKWIM?","Yot Club","2070560","https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH","USA"
"84","Martin & Gina","Polo G","2063429","https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ","USA"
"85","jealousy, jealousy","Olivia Rodrigo","2061862","https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk","USA"
"86","Rumors (feat. Cardi B)","Lizzo","2057723","https://open.spotify.com/track/6KgtcmCF9Ky68XC7ezxl3s","USA"
"87","VolvÃ­","Aventura","2053328","https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi","USA"
"88","Mood (feat. iann dior)","24kGoldn","2050016","https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m","USA"
"89","Mr. Brightside","The Killers","2047736","https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B","USA"
"90","LOT OF ME","Lil Tecca","2044441","https://open.spotify.com/track/2ZXxRC6V6AXzMdbLQZMHSB","USA"
"91","The Spins","Mac Miller","2043998","https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL","USA"
"92","20 Min","Lil Uzi Vert","2037608","https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng","USA"
"93","All Girls Are The Same","Juice WRLD","2004226","https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1","USA"
"94","Praise God","Kanye West","2000417","https://open.spotify.com/track/0Zm7NKJgoKY6ZWwtoEUILK","USA"
"95","N 2 Deep","Drake","1994152","https://open.spotify.com/track/34D6FJysnQioVingDKufuf","USA"
"96","happier","Olivia Rodrigo","1986658","https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl","USA"
"97","Come & Go (with Marshmello)","Juice WRLD","1976774","https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG","USA"
"98","Todo De Ti","Rauw Alejandro","1976745","https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9","USA"
"99","range brothers (with Kendrick Lamar)","Baby Keem","1975014","https://open.spotify.com/track/0UTyLmkQgPOEIz95OVAJTR","USA"
"100","Dreams - 2004 Remaster","Fleetwood Mac","1959961","https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz","USA"
"101","Papiâ€™s Home","Drake","1947229","https://open.spotify.com/track/6jy9yJfgCsMHdu2Oz4BGKX","USA"
"102","Watermelon Sugar","Harry Styles","1944387","https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY","USA"
"103","DÃKITI","Bad Bunny","1924496","https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49","USA"
"104","REPEAT IT (with Gunna)","Lil Tecca","1914313","https://open.spotify.com/track/4s6vwFgPdCtidpEw8KuQT6","USA"
"105","SUVs (Black on Black)","Jack Harlow","1899759","https://open.spotify.com/track/1MIGkQxcdAt2lDx6ySpsc5","USA"
"106","EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled","1892076","https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz","USA"
"107","Lucid Dreams","Juice WRLD","1890296","https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR","USA"
"108","Space Song","Beach House","1876648","https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow","USA"
"109","DEAD RIGHT NOW","Lil Nas X","1868816","https://open.spotify.com/track/3grVoZ10bm2jUGpo7BxpuF","USA"
"110","Daddy Issues","The Neighbourhood","1868749","https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5","USA"
"111","Work Out","J. Cole","1860031","https://open.spotify.com/track/2wAJTrFhCnQyNSD3oUgTZO","USA"
"112","On My Side","YoungBoy Never Broke Again","1859480","https://open.spotify.com/track/3x68DX7Rt8MhQQZ43ouiq5","USA"
"113","Happier Than Ever - Edit","Billie Eilish","1857730","https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo","USA"
"114","Smells Like Teen Spirit","Nirvana","1837863","https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf","USA"
"115","m y . l i f e (with 21 Savage & Morray)","J. Cole","1820930","https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG","USA"
"116","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow","1819419","https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2","USA"
"117","Bored","Billie Eilish","1819325","https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ","USA"
"118","Nevada","YoungBoy Never Broke Again","1813756","https://open.spotify.com/track/1z5r74x9JY2OGK9pEClWSQ","USA"
"119","Electric Love","BÃ˜RNS","1813053","https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ","USA"
"120","Love All (with JAY-Z)","Drake","1806410","https://open.spotify.com/track/4VCbgIdr8ptegWeJpqLVHH","USA"
"121","SLOW DANCING IN THE DARK","Joji","1802223","https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d","USA"
"122","SUN GOES DOWN","Lil Nas X","1801373","https://open.spotify.com/track/6btdl1Vl6Ta5lUwUSOFW2H","USA"
"123","Pipe Down","Drake","1800790","https://open.spotify.com/track/11pEKMLmavDu8fxOB5QjbQ","USA"
"124","Life Support","YoungBoy Never Broke Again","1785811","https://open.spotify.com/track/1vERyqgnr9u4BnbLTKFNq6","USA"
"125","TALES OF DOMINICA","Lil Nas X","1784487","https://open.spotify.com/track/5S4PZ7AuYlYiVIVik3wHUf","USA"
"126","Wait a Minute!","WILLOW","1779135","https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh","USA"
"127","In Da Getto","J Balvin","1777834","https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn","USA"
"128","XO Tour Llif3","Lil Uzi Vert","1776381","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","USA"
"129","Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money","1773912","https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX","USA"
"130","Cigarette Daydreams","Cage The Elephant","1773858","https://open.spotify.com/track/0lkQOB949M2gLyut86aJ1b","USA"
"131","Jail","Kanye West","1760635","https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK","USA"
"132","Astronaut In The Ocean","Masked Wolf","1759946","https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC","USA"
"133","goosebumps","Travis Scott","1756143","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","USA"
"134","Wishing Well","Juice WRLD","1755443","https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv","USA"
"135","Collard Greens","ScHoolboy Q","1753233","https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ","USA"
"136","Buy Dirt","Jordan Davis","1752904","https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60","USA"
"137","Streets","Doja Cat","1749582","https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf","USA"
"138","For Tonight","Giveon","1748344","https://open.spotify.com/track/61Emqg95O9zo1GNOcyxq4Y","USA"
"139","Heather","Conan Gray","1740137","https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA","USA"
"140","IMY2 (with Kid Cudi)","Drake","1739700","https://open.spotify.com/track/7F9cT6hIRhnFCYP6GKS0tf","USA"
"141","505","Arctic Monkeys","1711047","https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS","USA"
"142","I GUESS I'M IN LOVE","Clinton Kane","1706537","https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY","USA"
"143","Bad Morning","YoungBoy Never Broke Again","1702468","https://open.spotify.com/track/1vqhABGCfRUaN7UKK668jf","USA"
"144","Forever After All","Luke Combs","1701737","https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew","USA"
"145","Sky","Playboi Carti","1701442","https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ","USA"
"146","Money Trees","Kendrick Lamar","1688763","https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4","USA"
"147","p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole","1684606","https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf","USA"
"148","Jocelyn Flores","XXXTENTACION","1682677","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","USA"
"149","Calling My Phone","Lil Tjay","1673988","https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE","USA"
"150","Robbery","Juice WRLD","1666995","https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ","USA"
"151","For The Night (feat. Lil Baby & DaBaby)","Pop Smoke","1665454","https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S","USA"
"152","WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","Tyler, The Creator","1661955","https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC","USA"
"153","Everybody Talks","Neon Trees","1658799","https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq","USA"
"154","Best Friend (feat. Doja Cat)","Saweetie","1655230","https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp","USA"
"155","Whiskey Glasses","Morgan Wallen","1639354","https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00","USA"
"156","Someone You Loved","Lewis Capaldi","1637607","https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf","USA"
"157","Tongue Tied","Grouplove","1615129","https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N","USA"
"158","Late At Night","Roddy Ricch","1614923","https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m","USA"
"159","breadwinner","Kacey Musgraves","1611822","https://open.spotify.com/track/2stbjvpFujerfDUuUUPX7o","USA"
"160","edamame (feat. Rich Brian)","bbno$","1610135","https://open.spotify.com/track/1uMHCAyGmHqyygoNRuo7MV","USA"
"161","Ball If I Want To","DaBaby","1609479","https://open.spotify.com/track/0cu0rhnlCnJ7JIeHRiLpj3","USA"
"162","WITHOUT YOU","The Kid LAROI","1609017","https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA","USA"
"163","Wockesha (with Lil Wayne & Ashanti) - Remix","Moneybagg Yo","1608248","https://open.spotify.com/track/3mLx5JNbIi12thSZ4ExWHg","USA"
"164","LOST IN THE CITADEL","Lil Nas X","1604835","https://open.spotify.com/track/6th8IdY4lYeM0QlSQJhhkp","USA"
"165","Laugh Now Cry Later (feat. Lil Durk)","Drake","1585024","https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI","USA"
"166","you broke me first","Tate McRae","1579601","https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR","USA"
"167","Pursuit Of Happiness (Nightmare)","Kid Cudi","1578063","https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa","USA"
"168","Paralyzed","Sueco","1568306","https://open.spotify.com/track/39r4amB8iJUXsHqoin35MF","USA"
"169","Matt Hardy 999 (feat. Juice WRLD)","Trippie Redd","1568114","https://open.spotify.com/track/1HsOTiVqdN7PB1zOS2bcsO","USA"
"170","MIDDLE CHILD","J. Cole","1567402","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","USA"
"171","The Less I Know The Better","Tame Impala","1563903","https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ","USA"
"172","September","Earth, Wind & Fire","1557384","https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw","USA"
"173","ROCKSTAR (feat. Roddy Ricch)","DaBaby","1556222","https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4","USA"
"174","Chosen (feat. Ty Dolla $ign)","Blxst","1552736","https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ","USA"
"175","The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert","1546042","https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc","USA"
"176","Don't Be Shy","TiÃ«sto","1544296","https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB","USA"
"177","Ready (feat. Gunna)","Lil Baby","1542876","https://open.spotify.com/track/4F6yN5FsFW10Ucx7cLCzBh","USA"
"178","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1541620","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","USA"
"179","Save Your Tears","The Weeknd","1540214","https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g","USA"
"180","Butter","BTS","1536294","https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN","USA"
"181","Tennessee Whiskey","Chris Stapleton","1534502","https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx","USA"
"182","Die For You","The Weeknd","1533762","https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3","USA"
"183","Ric Flair Drip (& Metro Boomin)","Offset","1528843","https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR","USA"
"184","Teenagers","My Chemical Romance","1526307","https://open.spotify.com/track/7j31rVgGX9Q2blT92VBEA0","USA"
"185","Tyler Herro","Jack Harlow","1526095","https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ","USA"
"186","See You Again (feat. Kali Uchis)","Tyler, The Creator","1515965","https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB","USA"
"187","Blueberry Faygo","Lil Mosey","1514150","https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW","USA"
"188","What You Know Bout Love","Pop Smoke","1513609","https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y","USA"
"189","Up","Cardi B","1511490","https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi","USA"
"190","positions","Ariana Grande","1508928","https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0","USA"
"191","Before You Go","Lewis Capaldi","1508021","https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP","USA"
"192","The Hills","The Weeknd","1504298","https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB","USA"
"193","WAP (feat. Megan Thee Stallion)","Cardi B","1496629","https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih","USA"
"194","Heartless","Kanye West","1494175","https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5","USA"
"195","Don't Go Yet","Camila Cabello","1486595","https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad","USA"
"196","Classic","MKTO","1485869","https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg","USA"
"197","Wasted On You","Morgan Wallen","1484427","https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3","USA"
"198","AM I DREAMING (feat. Miley Cyrus)","Lil Nas X","1483911","https://open.spotify.com/track/6isTQfKXhNO3EyJd9mSxx8","USA"
"199","Don't Stop Believin'","Journey","1482359","https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue","USA"
"200","lovely (with Khalid)","Billie Eilish","1481411","https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","USA"
"1","Blu Celeste","BLANCO","3385041","https://open.spotify.com/track/0BeXxjO6mgLDzg4xA6UheO","IT"
"2","Notti In Bianco","BLANCO","3323747","https://open.spotify.com/track/1PWOkqMORYdGa0OEh2GaXM","IT"
"3","MI FAI IMPAZZIRE","BLANCO","3177969","https://open.spotify.com/track/1x3Qb8np6S1UvpSLthwEJN","IT"
"4","Paraocchi","BLANCO","3063057","https://open.spotify.com/track/40zkeKA3HRN8Nzo6kbNOCp","IT"
"5","MEGLIO DEL CINEMA","Fedez","2729858","https://open.spotify.com/track/6byHOsfSzBH0R5WQ6QRv54","IT"
"6","Lucciole","BLANCO","2502177","https://open.spotify.com/track/7HmgMA9PqikUtSG4eusHy2","IT"
"7","TU MI HAI CAPITO (feat. Sfera Ebbasta)","Madame","2286165","https://open.spotify.com/track/2tIyoiGw4F82z2C8zb7eZB","IT"
"8","STAY (with Justin Bieber)","The Kid LAROI","2048313","https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX","IT"
"9","uNa DiReZioNe giUsTa","yungest Moonstar","2037428","https://open.spotify.com/track/1ktyKCzfI8hooCJP3X2yP5","IT"
"10","NUOVO RANGE (con SFERA EBBASTA)","Rkomi","2035072","https://open.spotify.com/track/3fxSSvnUS7ALxmhOckb7t6","IT"
"11","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X","1928568","https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk","IT"
"12","Sai Cosa Câ€™Ã¨","BLANCO","1814001","https://open.spotify.com/track/3NI4VgVswVf503sOiZvv4m","IT"
"13","Pepas","Farruko","1700493","https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k","IT"
"14","FinchÃ© Non Mi Seppelliscono","BLANCO","1625456","https://open.spotify.com/track/16EJNayKtC09M0Fi7Py47s","IT"
"15","PARTIRE DA TE","Rkomi","1607725","https://open.spotify.com/track/43mGIsFZwISk1WWTcAK728","IT"
"16","L'ultima notte","ARIETE","1607505","https://open.spotify.com/track/63mdY4U0KvnbMkUEc7FHN8","IT"
"17","malibu","sangiovanni","1572121","https://open.spotify.com/track/4p0o4pBoJPxYMXKhYbRzzw","IT"
"18","Mezzâ€™Ora Di Sole","BLANCO","1537035","https://open.spotify.com/track/0GMrDNkDnTcSX7NDJoCj64","IT"
"19","Pastello Bianco","Pinguini Tattici Nucleari","1501426","https://open.spotify.com/track/0bKDQionn4VKcgNKbs4SWX","IT"
"20","Scrivile Scemo","Pinguini Tattici Nucleari","1484678","https://open.spotify.com/track/71r3UlkV7sWvUYjas5paqi","IT"
"21","LUNA PIENA (con IRAMA)","Rkomi","1455409","https://open.spotify.com/track/7xtDBQTR47nZwpBRu6pOdO","IT"
"22","Pornografia (Bianco Paradiso)","BLANCO","1423395","https://open.spotify.com/track/7vWjyIST4LV6AOJsI0lolL","IT"
"23","Ladro Di Fiori","BLANCO","1418101","https://open.spotify.com/track/18E4wq8is4m6wL8HxrEaQ9","IT"
"24","MILLE (feat. Orietta Berti)","Fedez","1411492","https://open.spotify.com/track/6qdMhG7pRFi0csRlFGvLE4","IT"
"25","Extendo (feat. Paky)","Lele Blade","1379246","https://open.spotify.com/track/2MF9dzFQxu3YTywQ72Bhax","IT"
"26","Bad Habits","Ed Sheeran","1370980","https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE","IT"
"27","Angelina Jolie","Bresh","1337909","https://open.spotify.com/track/0tD4EXZRm1JGDYWtKYFLWK","IT"
"28","Figli Di Puttana","BLANCO","1290779","https://open.spotify.com/track/6LcCFhsX2QjDD1lILjdBnv","IT"
"29","MAREA","Madame","1284749","https://open.spotify.com/track/7BKGYx89QYgfdnpVo3zapq","IT"
"30","MAKUMBA","Noemi","1274392","https://open.spotify.com/track/2opRyiaqpnQCH0jfCY9Wjd","IT"
"31","Rompo (feat. Boro Boro)","VillaBanks","1255567","https://open.spotify.com/track/4oPh7HAoMR1bLBbxwqKmgn","IT"
"32","Afrodite","BLANCO","1197986","https://open.spotify.com/track/5AfqbfOmAdHHxckT0bkAlz","IT"
"33","ONLYFANS (feat. MamboLosco)","Slings","1171316","https://open.spotify.com/track/1FAhWNoesPUUfBSl8fSe4L","IT"
"34","SHAWTY (feat. Sacky)","Rondodasosa","1136555","https://open.spotify.com/track/6yX3lSkO4F3FKx5wDJi4J0","IT"
"35","raggi gamma","sangiovanni","1098274","https://open.spotify.com/track/6UEPZv9ZGcoZRxnkCq5C2p","IT"
"36","Drippin' in Milano","ANNA","1092988","https://open.spotify.com/track/1TrjxEcRPHvaLF3saKCSs4","IT"
"37","Heat Waves","Glass Animals","1058481","https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx","IT"
"38","Ma stasera","Marco Mengoni","1042358","https://open.spotify.com/track/0k6Ru4EOidm7czaSvDjTX1","IT"
"39","Cold Heart - PNAU Remix","Elton John","1039987","https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz","IT"
"40","Un bacio all'improvviso","Rocco Hunt","1036373","https://open.spotify.com/track/4iMigesJsEKt8JczIwUrBO","IT"
"41","LA CANZONE NOSTRA âŸ ï¸Ž(con BLANCO & SALMO)","MACE","1020327","https://open.spotify.com/track/1uXJYnCsXy2v50y0fDEEiV","IT"
"42","I WANNA BE YOUR SLAVE","MÃ¥neskin","1018157","https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk","IT"
"43","Loco","Justin Quiles","968229","https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72","IT"
"44","STUPIDO","Massimo Pericolo","934089","https://open.spotify.com/track/6HVRRlc2sBlkcKEkhlsp86","IT"
"45","David","BLANCO","924439","https://open.spotify.com/track/5ywyHzNUe5Jc1qg44fio5x","IT"
"46","Melodia proibita","Irama","875410","https://open.spotify.com/track/3WZ0y6ycgr5PpOeygirDvu","IT"
"47","Beggin'","MÃ¥neskin","874974","https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e","IT"
"48","Never Going Home","Kungs","872140","https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X","IT"
"49","In Da Getto","J Balvin","837908","https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn","IT"
